Symbol,Company Name,Quant Rating,SA Analyst Ratings,Wall Street Ratings,Market Cap,Div Yield,Valuation,Growth,Profitability,Momentum,EPS Rev.
CPRX,"Catalyst Pharmaceuticals, Inc.",Rating: Strong Buy4.74,Rating: Sell2.00,Rating: Strong Buy4.75,2.66B,-,D+,A-,A+,A-,A+
WLDN,"Willdan Group, Inc.",Rating: Strong Buy4.74,Rating: Buy4.00,Rating: Strong Buy4.50,609.91M,-,C+,A-,C-,A,A
VIRC,Virco Mfg. Corporation,Rating: Strong Buy4.74,Rating: Hold3.33,Rating: Strong Buy5.00,266.49M,0.52,A,B+,A-,A,A+
UFCS,"United Fire Group, Inc.",Rating: Strong Buy4.74,Rating: Not Covered,Rating: Hold3.00,762.29M,2.13,B,B-,B,A-,A-
BOX,"Box, Inc.",Rating: Strong Buy4.73,Rating: Not Covered,Rating: Buy3.80,5.02B,-,D,C-,A,B+,A-
VLRS,"Controladora Vuela Compañía de Aviación, S.A.B. de C.V.",Rating: Strong Buy4.73,Rating: Buy4.00,Rating: Strong Buy4.53,884.30M,-,A+,C+,B+,C+,A
EFSC,Enterprise Financial Services Corp,Rating: Strong Buy4.73,Rating: Hold3.00,Rating: Buy4.20,2.26B,1.69,C-,C,C+,A-,A+
CAKE,The Cheesecake Factory Incorporated,Rating: Strong Buy4.73,Rating: Hold3.00,Rating: Buy3.50,2.54B,2.17,C-,B+,C+,A-,A+
BILI,Bilibili Inc.,Rating: Strong Buy4.73,Rating: Buy4.00,Rating: Buy4.47,7.84B,-,C-,A+,C+,A,B+
TMP,Tompkins Financial Corporation,Rating: Strong Buy4.73,Rating: Hold3.00,Rating: Buy4.00,1.11B,3.16,C,C-,C-,A,A
WEAV,"Weave Communications, Inc.",Rating: Strong Buy4.73,Rating: Not Covered,Rating: Buy4.28,1.02B,-,D+,A,C+,A-,B+
PBAM,"Private Bancorp of America, Inc.",Rating: Strong Buy4.72,Rating: Not Covered,Rating: Strong Buy4.66,286.08M,-,B+,B-,D,B+,A-
IMAX,IMAX Corporation,Rating: Strong Buy4.72,Rating: Buy4.00,Rating: Buy4.36,1.37B,-,A,A+,B-,A,A-
MWA,"Mueller Water Products, Inc.",Rating: Strong Buy4.72,Rating: Buy4.00,Rating: Buy3.66,3.90B,1.04,D+,B,B+,A,A+
OLO,Olo Inc.,Rating: Strong Buy4.72,Rating: Hold3.00,Rating: Buy3.85,1.19B,-,C-,A-,C,B+,A
BBW,"Build-A-Bear Workshop, Inc.",Rating: Strong Buy4.72,Rating: Buy4.00,Rating: Strong Buy5.00,504.64M,2.10,B,B-,B-,A-,A-
ARGX,argenx SE,Rating: Strong Buy4.72,Rating: Buy4.00,Rating: Strong Buy4.52,37.15B,-,D+,B+,B,A,B+
CADE,Cadence Bank,Rating: Strong Buy4.72,Rating: Buy4.00,Rating: Buy3.72,7.01B,2.57,D+,C,B-,B+,A
MDGL,"Madrigal Pharmaceuticals, Inc.",Rating: Strong Buy4.71,Rating: Buy3.66,Rating: Buy4.23,7.23B,-,D+,A+,C,A,B+
XGN,Exagen Inc.,Rating: Strong Buy4.71,Rating: Not Covered,Rating: Strong Buy4.66,67.73M,-,B-,C-,B,A+,B
AGIO,"Agios Pharmaceuticals, Inc.",Rating: Strong Buy4.71,Rating: Not Covered,Rating: Buy4.00,3.35B,-,A+,B+,A+,A+,B
AAL,American Airlines Group Inc.,Rating: Strong Buy4.71,Rating: Buy4.25,Rating: Hold3.39,9.62B,-,A-,B,B-,B,B+
LIND,"Lindblad Expeditions Holdings, Inc.",Rating: Strong Buy4.71,Rating: Not Covered,Rating: Strong Buy4.50,684.98M,-,C-,B+,C+,A,A
AGYS,"Agilysys, Inc.",Rating: Strong Buy4.71,Rating: Hold3.00,Rating: Strong Buy4.80,3.70B,-,D,C-,A-,A-,A
TEAM,Atlassian Corporation,Rating: Strong Buy4.71,Rating: Buy3.50,Rating: Buy4.17,68.35B,-,D,B,A-,A-,B
ACIC,American Coastal Insurance Corporation,Rating: Strong Buy4.70,Rating: Not Covered,Rating: Buy4.00,657.52M,-,A,B+,A,C,A
RBCAA,"Republic Bancorp, Inc.",Rating: Strong Buy4.70,Rating: Sell2.00,Rating: Hold3.00,1.50B,2.06,C-,B,C,A-,A-
CART,Maplebear Inc.,Rating: Strong Buy4.70,Rating: Buy3.50,Rating: Buy3.82,11.16B,-,D+,B+,B+,A,A-
MDXG,"MiMedx Group, Inc.",Rating: Strong Buy4.70,Rating: Not Covered,Rating: Strong Buy5.00,1.39B,-,D,A+,A,A-,A+
FARO,"FARO Technologies, Inc.",Rating: Strong Buy4.70,Rating: Not Covered,Rating: Strong Buy4.50,496.96M,-,C+,B-,C+,A-,A-
RELY,"Remitly Global, Inc.",Rating: Strong Buy4.70,Rating: Hold3.00,Rating: Buy4.18,4.13B,-,D,A+,C+,B+,B
MAPS,"WM Technology, Inc.",Rating: Strong Buy4.70,Rating: Hold3.00,Rating: Strong Buy5.00,206.08M,-,A+,B,B-,B+,A+
TRDA,"Entrada Therapeutics, Inc.",Rating: Strong Buy4.69,Rating: Not Covered,Rating: Strong Buy4.80,702.09M,-,A+,A-,B+,A-,A-
PROSY,Prosus N.V.,Rating: Strong Buy4.69,Rating: Buy4.00,Rating: Strong Buy5.00,95.71B,0.20,A,A,C,B,A-
BKR,Baker Hughes Company,Rating: Strong Buy4.69,Rating: Buy3.66,Rating: Buy4.35,43.15B,1.93,C-,A-,B-,A,A
TSCDY,Tesco PLC,Rating: Strong Buy4.69,Rating: Hold3.00,Rating: Hold3.00,30.46B,3.47,A-,B+,A-,B,A
KTB,"Kontoor Brands, Inc.",Rating: Strong Buy4.69,Rating: Hold3.00,Rating: Buy4.00,5.00B,2.21,D+,C-,A,A-,A+
HTHIY,"Hitachi, Ltd.",Rating: Strong Buy4.69,Rating: Buy4.00,Rating: Strong Buy5.00,113.47B,-,D,A-,B-,B+,A+
ALSN,"Allison Transmission Holdings, Inc.",Rating: Strong Buy4.69,Rating: Buy4.00,Rating: Hold3.20,10.27B,0.84,C-,C+,A,A,A-
INLX,"Intellinetics, Inc.",Rating: Strong Buy4.68,Rating: Not Covered,Rating: Buy4.00,64.94M,-,C-,A,B-,A+,C+
FDP,Fresh Del Monte Produce Inc.,Rating: Strong Buy4.68,Rating: Buy3.50,Rating: Strong Buy5.00,1.63B,2.94,B-,C+,C-,A,A
SMAR,Smartsheet Inc.,Rating: Strong Buy4.68,Rating: Buy4.00,Rating: Hold3.05,7.79B,-,C-,A-,B+,B+,B+
IFS,Intercorp Financial Services Inc.,Rating: Strong Buy4.68,Rating: Not Covered,Rating: Strong Buy4.50,860.05M,3.57,A+,C+,B-,C,A-
GKOS,Glaukos Corporation,Rating: Strong Buy4.68,Rating: Hold3.00,Rating: Buy4.21,7.86B,-,C-,C+,B,A,A-
NIC,"Nicolet Bankshares, Inc.",Rating: Strong Buy4.68,Rating: Not Covered,Rating: Buy3.60,1.72B,0.94,D,A,C,B,A
ITRI,"Itron, Inc.",Rating: Strong Buy4.68,Rating: Hold2.50,Rating: Buy4.28,5.38B,-,C+,A,B-,B,B+
SMBC,"Southern Missouri Bancorp, Inc.",Rating: Strong Buy4.68,Rating: Not Covered,Rating: Buy4.00,746.10M,1.33,D,B,C-,A-,A
TTMI,"TTM Technologies, Inc.",Rating: Strong Buy4.67,Rating: Hold3.00,Rating: Strong Buy4.75,2.46B,-,B-,C,C,A-,A+
MTG,MGIC Investment Corporation,Rating: Strong Buy4.67,Rating: Hold3.00,Rating: Buy3.85,6.62B,1.88,C,C+,A,C+,B+
RDCM,RADCOM Ltd.,Rating: Strong Buy4.67,Rating: Buy4.00,Rating: Strong Buy4.50,185.59M,-,C-,A,C,B+,A
SSB,SouthState Corporation,Rating: Strong Buy4.67,Rating: Buy4.00,Rating: Buy3.62,8.49B,1.91,C-,C-,D,B,A+
UPWK,Upwork Inc.,Rating: Strong Buy4.67,Rating: Buy3.80,Rating: Buy4.00,2.26B,-,C,A,B,A,B+
SG,"Sweetgreen, Inc.",Rating: Strong Buy4.67,Rating: Buy4.00,Rating: Buy4.09,4.91B,-,D,B,D,A+,C+
YUMC,"Yum China Holdings, Inc.",Rating: Strong Buy4.67,Rating: Hold3.00,Rating: Strong Buy4.65,17.75B,1.37,D+,A-,B,B+,A-
HDELY,Heidelberg Materials AG,Rating: Strong Buy4.66,Rating: Hold3.00,Rating: Strong Buy5.00,22.22B,2.61,B+,C-,A,A-,A+
RSSS,"Research Solutions, Inc.",Rating: Strong Buy4.66,Rating: Not Covered,Rating: Buy4.33,103.91M,-,C-,A,C,B+,A
CTBI,"Community Trust Bancorp, Inc.",Rating: Strong Buy4.66,Rating: Buy4.00,Rating: Buy4.33,1.06B,3.14,C+,C-,C-,B+,A-
PRDO,Perdoceo Education Corporation,Rating: Strong Buy4.66,Rating: Buy4.00,Rating: Buy4.00,1.82B,1.66,B,B+,A-,A-,A-
NOC,Northrop Grumman Corporation,Rating: Strong Buy4.66,Rating: Buy3.80,Rating: Buy3.54,71.26B,1.61,C+,A-,A,C-,A+
RL,Ralph Lauren Corporation,Rating: Strong Buy4.66,Rating: Buy3.50,Rating: Buy3.89,13.83B,1.41,D,C+,A-,A-,A-
ACM,AECOM,Rating: Strong Buy4.66,Rating: Buy4.00,Rating: Buy4.45,15.46B,0.75,D,B,C+,B+,A
PRI,"Primerica, Inc.",Rating: Strong Buy4.65,Rating: Not Covered,Rating: Buy3.50,10.15B,1.08,D,A,A-,B-,A
FCCO,First Community Corporation,Rating: Strong Buy4.65,Rating: Not Covered,Rating: Buy4.00,196.21M,2.26,C,C+,D,B+,B+
DBX,"Dropbox, Inc.",Rating: Strong Buy4.65,Rating: Sell2.33,Rating: Hold3.09,8.67B,-,B,C,A,B-,A-
TRN,"Trinity Industries, Inc.",Rating: Strong Buy4.65,Rating: Buy3.50,Rating: Hold3.00,3.08B,2.99,B,A-,C-,A-,A
AMAL,Amalgamated Financial Corp.,Rating: Strong Buy4.65,Rating: Buy4.00,Rating: Buy4.00,1.11B,1.27,D+,C+,C+,A-,A-
CZWI,"Citizens Community Bancorp, Inc.",Rating: Strong Buy4.65,Rating: Not Covered,Rating: Strong Buy5.00,163.35M,1.97,C+,C-,D+,B+,A
NPSNY,Naspers Limited,Rating: Strong Buy4.65,Rating: Buy4.00,Rating: Strong Buy5.00,36.39B,0.20,C-,A+,D,B,A-
ODD,Oddity Tech Ltd.,Rating: Strong Buy4.64,Rating: Hold3.00,Rating: Buy4.28,2.64B,-,D+,A-,A-,A-,A
BURL,"Burlington Stores, Inc.",Rating: Strong Buy4.64,Rating: Buy4.00,Rating: Buy4.45,18.11B,-,D,A-,B-,A-,A-
SQ,"Block, Inc.",Rating: Strong Buy4.64,Rating: Buy3.88,Rating: Buy4.14,55.03B,-,C,A+,B-,B+,C+
IBEX,IBEX Limited,Rating: Strong Buy4.64,Rating: Buy4.00,Rating: Buy4.00,341.33M,-,A-,C+,C,B+,A-
AGO,Assured Guaranty Ltd.,Rating: Strong Buy4.64,Rating: Not Covered,Rating: Buy4.00,4.75B,1.33,C-,A-,A,C,A
HCKT,"The Hackett Group, Inc.",Rating: Strong Buy4.64,Rating: Not Covered,Rating: Buy4.33,868.09M,1.40,C,C-,B+,B+,A
INGR,Ingredion Incorporated,Rating: Strong Buy4.64,Rating: Buy3.50,Rating: Buy3.83,9.58B,2.14,B-,C+,B+,A-,A+
NBHC,National Bank Holdings Corporation,Rating: Strong Buy4.63,Rating: Not Covered,Rating: Hold3.40,1.84B,2.27,C-,B-,C,B,B+
BRFS,BRF S.A.,Rating: Strong Buy4.63,Rating: Buy3.50,Rating: Buy3.50,6.79B,-,A,A-,B,B+,A
ULCC,"Frontier Group Holdings, Inc.",Rating: Strong Buy4.63,Rating: Hold3.00,Rating: Hold3.00,1.28B,-,A+,A+,D,B,B+
SDZXF,Sandoz Group AG,Rating: Strong Buy4.63,Rating: Hold3.00,Rating: Strong Buy5.00,20.18B,1.10,D,A,A,A-,A+
BFST,"Business First Bancshares, Inc.",Rating: Strong Buy4.63,Rating: Not Covered,Rating: Buy4.20,848.43M,1.95,C-,B-,C-,B,A
DCTH,"Delcath Systems, Inc.",Rating: Strong Buy4.63,Rating: Strong Buy4.50,Rating: Strong Buy4.80,358.75M,-,C,C,C-,A+,B
PRA,ProAssurance Corporation,Rating: Strong Buy4.63,Rating: Not Covered,Rating: Hold3.20,855.84M,-,B,A+,C+,C,A
EXLS,"ExlService Holdings, Inc.",Rating: Strong Buy4.62,Rating: Not Covered,Rating: Buy4.45,7.50B,-,D+,B+,B-,A,B+
MTUAY,MTU Aero Engines AG,Rating: Strong Buy4.62,Rating: Buy4.00,Rating: Strong Buy5.00,17.73B,0.66,C+,B+,B-,B+,A+
PDLB,"Ponce Financial Group, Inc.",Rating: Strong Buy4.62,Rating: Hold3.00,Rating: Strong Buy5.00,285.89M,-,C-,A-,D,B,A
XPEV,XPeng Inc.,Rating: Strong Buy4.62,Rating: Hold3.40,Rating: Buy4.32,11.29B,-,D,A+,D,A-,B+
APELY,"Alps Alpine Co., Ltd.",Rating: Strong Buy4.62,Rating: Not Covered,Rating: Sell2.00,2.08B,-,A+,A+,C+,B-,A-
GEVO,"Gevo, Inc.",Rating: Strong Buy4.62,Rating: Hold2.50,Rating: Hold3.33,368.74M,-,D+,B,A,A+,B+
BHB,Bar Harbor Bankshares,Rating: Strong Buy4.62,Rating: Buy4.00,Rating: Hold3.00,548.57M,3.28,B-,C,C-,B,A-
MHO,"M/I Homes, Inc.",Rating: Strong Buy4.62,Rating: Buy4.00,Rating: Buy4.33,4.48B,-,B,C,B-,B+,A
STEL,"Stellar Bancorp, Inc.",Rating: Strong Buy4.61,Rating: Not Covered,Rating: Buy3.60,1.67B,1.66,D+,C,C-,B-,A+
OSIS,"OSI Systems, Inc.",Rating: Strong Buy4.61,Rating: Not Covered,Rating: Strong Buy4.66,2.92B,-,B-,B,D+,B,A
DAL,"Delta Air Lines, Inc.",Rating: Strong Buy4.61,Rating: Buy4.14,Rating: Strong Buy4.60,40.79B,0.79,B,A+,A+,A,C+
SLF,Sun Life Financial Inc.,Rating: Strong Buy4.61,Rating: Buy4.00,Rating: Buy3.78,35.08B,3.89,B,C+,D,C-,B
EXFY,"Expensify, Inc.",Rating: Strong Buy4.61,Rating: Hold3.00,Rating: Buy3.80,290.91M,-,C+,A+,C-,A,B
ALK,"Alaska Air Group, Inc.",Rating: Strong Buy4.61,Rating: Hold3.33,Rating: Buy4.43,6.69B,-,A-,C+,B,A,B+
VIRT,"Virtu Financial, Inc.",Rating: Strong Buy4.61,Rating: Strong Buy5.00,Rating: Buy3.77,5.77B,2.57,B+,B,B-,A+,B-
PBI,Pitney Bowes Inc.,Rating: Strong Buy4.60,Rating: Hold3.00,Rating: Hold3.00,1.48B,2.46,A,A+,C-,A+,B
ALSMY,Alstom SA,Rating: Strong Buy4.60,Rating: Buy4.00,Rating: Strong Buy5.00,10.09B,-,B-,A-,C+,B+,A-
PRLB,"Proto Labs, Inc.",Rating: Strong Buy4.60,Rating: Hold3.00,Rating: Buy3.80,1.00B,-,C-,A,C+,B+,A
MCBS,"MetroCity Bankshares, Inc.",Rating: Strong Buy4.60,Rating: Not Covered,Rating: Hold3.00,871.67M,2.41,D+,B+,C+,B,B+
OB,Outbrain Inc.,Rating: Strong Buy4.60,Rating: Not Covered,Rating: Buy3.50,271.09M,-,A-,C,C-,B+,A+
ALKT,"Alkami Technology, Inc.",Rating: Strong Buy4.60,Rating: Not Covered,Rating: Buy4.18,3.95B,-,D+,C-,C-,A-,B+
ATLC,Atlanticus Holdings Corporation,Rating: Strong Buy4.60,Rating: Buy4.00,Rating: Buy4.28,865.61M,-,A,C-,B-,A+,C-
GFI,Gold Fields Limited,Rating: Strong Buy4.59,Rating: Hold3.00,Rating: Buy3.60,13.09B,2.68,A,A,A-,C+,A
HMY,Harmony Gold Mining Company Limited,Rating: Strong Buy4.59,Rating: Hold3.00,Rating: Hold3.00,5.75B,1.44,B+,A,B+,B+,A
LDOS,"Leidos Holdings, Inc.",Rating: Strong Buy4.59,Rating: Buy3.50,Rating: Buy4.33,21.88B,0.93,C,B-,B+,B,A-
LYFT,"Lyft, Inc.",Rating: Strong Buy4.59,Rating: Hold3.25,Rating: Buy3.51,7.13B,-,B-,B,B-,A-,B+
ET,Energy Transfer LP Common Units,Rating: Strong Buy4.59,Rating: Strong Buy4.50,Rating: Strong Buy4.52,66.49B,6.57,B-,C+,A,A-,B+
ASMB,"Assembly Biosciences, Inc.",Rating: Strong Buy4.59,Rating: Not Covered,Rating: Buy4.33,106.98M,-,A+,B,B+,B+,A+
BXC,BlueLinx Holdings Inc.,Rating: Strong Buy4.59,Rating: Hold3.00,Rating: Strong Buy5.00,1.05B,-,A-,C,C-,B,A
RUSHA,"Rush Enterprises, Inc.",Rating: Strong Buy4.58,Rating: Sell2.00,Rating: Strong Buy5.00,4.78B,1.14,C-,C-,D+,A-,A-
CHCO,City Holding Company,Rating: Strong Buy4.58,Rating: Buy4.00,Rating: Hold3.00,1.94B,2.22,D+,C+,C,C+,B+
BFC,Bank First Corporation,Rating: Strong Buy4.58,Rating: Not Covered,Rating: Hold3.00,1.07B,1.31,D,A+,C+,C+,A
LOPE,"Grand Canyon Education, Inc.",Rating: Strong Buy4.58,Rating: Buy4.00,Rating: Buy4.33,4.74B,-,D+,B-,A-,B+,A+
USFD,US Foods Holding Corp.,Rating: Strong Buy4.58,Rating: Not Covered,Rating: Buy4.37,16.27B,-,C+,B+,C+,A,A-
NBTB,NBT Bancorp Inc.,Rating: Strong Buy4.58,Rating: Not Covered,Rating: Buy3.50,2.36B,2.60,C-,C-,C-,B-,A-
UNM,Unum Group,Rating: Strong Buy4.58,Rating: Buy3.66,Rating: Buy4.00,14.07B,2.04,B,B+,B,A,B-
ABM,ABM Industries Incorporated,Rating: Strong Buy4.57,Rating: Buy4.00,Rating: Hold3.37,3.58B,1.58,C+,B,C-,B,A
EZPW,"EZCORP, Inc.",Rating: Strong Buy4.57,Rating: Buy4.00,Rating: Buy4.33,688.99M,-,B+,B+,B-,C,A+
PARA,Paramount Global,Rating: Strong Buy4.57,Rating: Buy3.66,Rating: Hold2.62,7.68B,1.86,A,A-,A,C-,A-
FSTR,L.B. Foster Company,Rating: Strong Buy4.57,Rating: Not Covered,Rating: Hold3.00,306.49M,-,A-,B-,C-,B+,A
JWN,"Nordstrom, Inc.",Rating: Strong Buy4.57,Rating: Sell2.33,Rating: Hold2.94,3.73B,3.36,B+,B-,B-,B+,A-
KD,"Kyndryl Holdings, Inc.",Rating: Strong Buy4.57,Rating: Buy4.00,Rating: Strong Buy4.60,8.09B,-,A+,A+,B,A-,C
CFB,"CrossFirst Bankshares, Inc.",Rating: Strong Buy4.57,Rating: Not Covered,Rating: Buy4.20,866.21M,-,B,B-,C,C+,A-
KMPR,Kemper Corporation,Rating: Strong Buy4.56,Rating: Hold3.00,Rating: Buy4.33,4.54B,1.75,D,C+,C,B-,A-
LE,"Lands' End, Inc.",Rating: Strong Buy4.56,Rating: Hold3.00,Rating: Strong Buy5.00,481.61M,-,B+,C-,D,A-,A
FRSH,Freshworks Inc.,Rating: Strong Buy4.56,Rating: Buy4.00,Rating: Buy3.88,4.79B,-,C,A-,B+,B-,A+
PAM,Pampa Energía S.A.,Rating: Strong Buy4.56,Rating: Strong Buy5.00,Rating: Buy3.87,5.03B,-,A,A+,D,A+,C
ITRN,Ituran Location and Control Ltd.,Rating: Strong Buy4.56,Rating: Buy4.00,Rating: Strong Buy4.50,592.83M,4.73,A,A-,B+,C+,A+
SQNS,Sequans Communications S.A.,Rating: Strong Buy4.56,Rating: Not Covered,Rating: Buy4.00,70.48M,-,A+,C+,B,B-,A
FAF,First American Financial Corporation,Rating: Strong Buy4.56,Rating: Sell2.00,Rating: Buy4.40,7.28B,3.02,D+,A-,B-,C,A
KAR,"OPENLANE, Inc.",Rating: Strong Buy4.56,Rating: Not Covered,Rating: Buy3.71,2.15B,-,C,C,B+,B,A+
ESLT,Elbit Systems Ltd.,Rating: Strong Buy4.55,Rating: Buy4.00,Rating: Buy3.66,10.96B,0.82,C,C+,D+,B,A+
CYD,China Yuchai International Limited,Rating: Strong Buy4.55,Rating: Not Covered,Rating: Strong Buy5.00,354.49M,4.03,A+,A-,C-,C-,A
LITE,Lumentum Holdings Inc.,Rating: Strong Buy4.55,Rating: Buy4.00,Rating: Buy3.81,5.75B,-,B+,A,D+,A,C
GRRR,Gorilla Technology Group Inc.,Rating: Strong Buy4.55,Rating: Not Covered,Rating: Strong Buy5.00,58.41M,-,A+,A-,D,B-,A+
SRCE,1st Source Corporation,Rating: Strong Buy4.55,Rating: Hold3.00,Rating: Hold3.00,1.59B,2.16,C,C-,C,C+,A+
LZB,La-Z-Boy Incorporated,Rating: Strong Buy4.55,Rating: Buy4.00,Rating: Hold3.00,1.87B,1.77,C-,C,B-,B+,A
NATL,NCR Atleos Corporation,Rating: Strong Buy4.55,Rating: Sell2.00,Rating: Buy4.00,2.37B,-,B-,C-,B-,B-,A
JAZZ,Jazz Pharmaceuticals plc,Rating: Strong Buy4.54,Rating: Hold3.33,Rating: Buy4.20,7.41B,-,A+,B,A+,B,B+
CNX,CNX Resources Corporation,Rating: Strong Buy4.54,Rating: Not Covered,Rating: Hold2.50,6.02B,-,D+,A,B+,A+,A-
AXS,AXIS Capital Holdings Limited,Rating: Strong Buy4.54,Rating: Not Covered,Rating: Buy4.00,7.85B,1.88,A-,A,A-,B,B
APEI,"American Public Education, Inc.",Rating: Strong Buy4.54,Rating: Buy4.00,Rating: Buy3.75,363.98M,-,B-,B+,C-,A+,B+
ADBE,Adobe Inc.,Rating: Strong Buy4.54,Rating: Buy3.76,Rating: Buy4.13,226.12B,-,D+,C+,A+,C-,B+
AOUT,"American Outdoor Brands, Inc.",Rating: Strong Buy4.54,Rating: Hold3.00,Rating: Strong Buy4.50,125.13M,-,B-,C+,C-,B,A
NU,Nu Holdings Ltd.,Rating: Strong Buy4.54,Rating: Buy3.87,Rating: Buy3.75,65.03B,-,D,B+,A-,C,B
DGICA,Donegal Group Inc.,Rating: Strong Buy4.53,Rating: Not Covered,Rating: Hold3.00,548.37M,4.18,B-,B,B-,C,A-
ACIW,"ACI Worldwide, Inc.",Rating: Strong Buy4.53,Rating: Buy4.00,Rating: Buy4.00,5.94B,-,D+,B-,B+,A,B
CTTAY,Continental Aktiengesellschaft,Rating: Strong Buy4.53,Rating: Buy4.00,Rating: Strong Buy5.00,13.03B,3.62,A,A+,A-,C-,A
CCK,"Crown Holdings, Inc.",Rating: Strong Buy4.53,Rating: Hold3.00,Rating: Buy4.18,10.99B,1.08,D+,C-,A-,B,A+
PHX,PHX Minerals Inc.,Rating: Strong Buy4.53,Rating: Not Covered,Rating: Strong Buy5.00,139.43M,3.76,D,C+,B-,B+,A+
IGIFF,IGM Financial Inc.,Rating: Strong Buy4.53,Rating: Not Covered,Rating: Buy3.71,8.00B,4.97,B,C-,B+,B-,B
APPF,"AppFolio, Inc.",Rating: Strong Buy4.53,Rating: Buy4.00,Rating: Buy4.28,9.15B,-,D,A,A-,B-,A
MIRM,"Mirum Pharmaceuticals, Inc.",Rating: Strong Buy4.52,Rating: Sell2.00,Rating: Strong Buy4.63,2.24B,-,C,C+,B,A,B+
VIV,Telefônica Brasil S.A.,Rating: Strong Buy4.52,Rating: Hold3.00,Rating: Buy3.88,13.99B,-,A,A,A,C-,A-
THC,Tenet Healthcare Corporation,Rating: Strong Buy4.52,Rating: Buy3.50,Rating: Buy4.35,13.50B,-,A+,B+,A+,A-,B
YELP,Yelp Inc.,Rating: Strong Buy4.52,Rating: Sell2.00,Rating: Hold2.90,2.51B,-,C+,A,B+,C+,A
CACI,CACI International Inc,Rating: Strong Buy4.52,Rating: Hold3.00,Rating: Buy4.30,10.31B,-,C,B,C+,B-,A+
AVO,"Mission Produce, Inc.",Rating: Strong Buy4.52,Rating: Hold3.00,Rating: Strong Buy4.50,921.84M,-,C-,B,C-,A-,A-
VTOL,Bristow Group Inc.,Rating: Strong Buy4.52,Rating: Buy4.00,Rating: Strong Buy5.00,1.09B,-,D+,A,D,B,A+
BBY,"Best Buy Co., Inc.",Rating: Strong Buy4.51,Rating: Hold2.50,Rating: Buy3.63,18.93B,4.24,B-,C-,B+,B,B+
HCP,"HashiCorp, Inc.",Rating: Strong Buy4.51,Rating: Buy4.00,Rating: Hold3.15,6.81B,-,C-,C+,C,B-,A
IDR,"Idaho Strategic Resources, Inc.",Rating: Strong Buy4.51,Rating: Not Covered,Rating: Buy4.00,161.34M,-,D,A-,B,A-,A+
STX,Seagate Technology Holdings plc,Rating: Strong Buy4.51,Rating: Buy3.83,Rating: Buy3.73,21.15B,2.80,A+,A+,C+,C+,B
SWRAY,Swire Pacific Limited,Rating: Strong Buy4.51,Rating: Not Covered,Rating: Strong Buy5.00,10.54B,5.02,A+,B-,A-,C-,A+
RRBI,"Red River Bancshares, Inc.",Rating: Strong Buy4.51,Rating: Not Covered,Rating: Strong Buy5.00,412.46M,0.58,D,C+,C-,C,A
OPRA,Opera Limited,Rating: Strong Buy4.51,Rating: Buy4.00,Rating: Strong Buy4.80,1.73B,4.08,A-,B,A+,A-,B-
SND,"Smart Sand, Inc.",Rating: Strong Buy4.50,Rating: Not Covered,Rating: Hold3.00,100.00M,-,C+,B,D+,B,A+
ANF,Abercrombie & Fitch Co.,Rating: Strong Buy4.50,Rating: Buy3.50,Rating: Buy3.77,7.59B,-,D,A+,A-,B-,A-
SILC,Silicom Ltd.,Rating: Strong Buy4.50,Rating: Not Covered,Rating: Hold3.00,81.18M,-,A+,C,B,C,A-
ERIC,Telefonaktiebolaget LM Ericsson (publ),Rating: Strong Buy4.50,Rating: Buy3.50,Rating: Hold2.62,27.26B,3.15,A,A-,A-,A-,B-
DOMO,"Domo, Inc.",Rating: Strong Buy4.50,Rating: Sell2.00,Rating: Hold3.20,358.49M,-,B+,A,D+,B-,A-
TIGR,UP Fintech Holding Limited,Rating: Strong Buy4.50,Rating: Buy4.00,Rating: Hold3.40,1.08B,-,A,A+,D+,B+,B-
ALLE,Allegion plc,Rating: Strong Buy4.50,Rating: Buy4.00,Rating: Hold3.18,12.29B,1.34,D,C-,A-,C+,A
DELL,Dell Technologies Inc.,Rating: Strong Buy4.50,Rating: Buy4.18,Rating: Buy4.36,87.31B,1.37,D+,C+,A+,B+,B-
PSTX,"Poseida Therapeutics, Inc.",Rating: Buy4.49,Rating: Buy4.00,Rating: Hold3.20,909.35M,-,C,C+,B-,A+,A+
RGTI,"Rigetti Computing, Inc.",Rating: Buy4.49,Rating: Buy4.00,Rating: Strong Buy4.80,461.51M,-,B,C,D,A+,B
NPWR,NET Power Inc.,Rating: Buy4.49,Rating: Strong Buy5.00,Rating: Buy4.33,2.80B,-,C,C,A+,A-,A-
CIXXF,CI Financial Corp.,Rating: Buy4.48,Rating: Not Covered,Rating: Hold2.80,3.14B,2.68,C,C,B,A+,C+
BAP,Credicorp Ltd.,Rating: Buy4.48,Rating: Buy4.00,Rating: Buy4.38,15.19B,4.86,A-,A+,B-,C,B
ADPT,Adaptive Biotechnologies Corporation,Rating: Buy4.48,Rating: Hold2.50,Rating: Buy4.12,845.63M,-,C,C-,C+,A,B+
FSM,Fortuna Mining Corp.,Rating: Buy4.48,Rating: Buy3.50,Rating: Buy3.60,1.51B,-,B+,A-,A-,B+,A
RNG,"RingCentral, Inc.",Rating: Buy4.47,Rating: Buy3.75,Rating: Buy3.85,3.44B,-,A+,B,B+,B-,B
SGHC,Super Group (SGHC) Limited,Rating: Buy4.47,Rating: Not Covered,Rating: Buy4.25,3.37B,1.49,D,C,B,A+,C
