exchange_ticker	info
NasdaqCM:BXRX	NasdaqCM:BXRX
NasdaqGS:BCML	NasdaqGS:BCML;DB:B2J
NasdaqGS:BBQ	NasdaqGS:BBQ
NasdaqGM:BCBP	NasdaqGM:BCBP;DB:41Y
NasdaqCM:BLSA	NasdaqCM:BLSA
NasdaqCM:BCTG	NasdaqCM:BCTG
NasdaqGS:BECN	NasdaqGS:BECN;DB:OWY
NasdaqCM:BEEM	NasdaqCM:BEEM;DB:16NA
NasdaqGS:BEAM	NasdaqGS:BEAM
NasdaqGM:BBGI	NasdaqGM:BBGI;DB:BZS
NasdaqGS:BBBY	NasdaqGS:BBBY;XTRA:BBBY;BMV:BBBY*;DB:BBY
NasdaqGS:BGNE	NasdaqGS:BGNE;SHSC:6160;SZSC:6160;BMV:BGNEN;DB:49B;DB:49BA;SEHK:6160
NasdaqGS:BELF.A	NasdaqGS:BELF.A;NasdaqGS:BELF.B;DB:BF2B
NasdaqCM:BLPH	NasdaqCM:BLPH;LSE:0HMP;DB:6L7A
NasdaqCM:BLCM	NasdaqCM:BLCM;DB:BPXA
NasdaqGM:BNFT	NasdaqGM:BNFT;DB:BTF
NasdaqCM:BENE	NasdaqCM:BENE;NasdaqCM:BENE.U
NasdaqCM:BNTC	NasdaqCM:BNTC;DB:BJ93
NasdaqGS:BSY	NasdaqGS:BSY;DB:BS81
NasdaqGS:BLI	NasdaqGS:BLI;BST:64B
NasdaqGS:BRY	NasdaqGS:BRY;DB:1P6
NasdaqGM:BSPE	NasdaqGM:BSPE;TSX:BC.U
NasdaqCM:BWAC	NasdaqCM:BWAC;NasdaqCM:BWAC.U
NasdaqCM:BWMX	NasdaqCM:BWMX
NasdaqCM:XAIR	NasdaqCM:XAIR;DB:48L
NasdaqGS:BYND	NasdaqGS:BYND;MUN:0Q3;XTRA:BYND;BOVESPA:B2YN34;BMV:BYND*;SWX:0Q3;LSE:0A20;WBAG:BYND;DB:0Q3
NasdaqCM:BYSI	NasdaqCM:BYSI
NasdaqGS:BGCP	NasdaqGS:BGCP;LSE:0HKM;DB:ESDA
NasdaqGS:BCYC	NasdaqGS:BCYC
NasdaqGS:BGFV	NasdaqGS:BGFV;DB:BG3
NasdaqCM:BCYP	NasdaqCM:BCYP;NasdaqCM:BCYP.U
NasdaqCM:BRPA	NasdaqCM:BRPA;NasdaqCM:BRPA.U;DB:B1QA;DB:B1Q
NasdaqCM:BSKY.U	NasdaqCM:BSKY.U
NasdaqGM:BIGC	NasdaqGM:BIGC;XTRA:BIGC;DB:BI1
NasdaqGS:BILI	NasdaqGS:BILI;BST:71BB;BMV:BILIN;LSE:0T3W;SEHK:9626
NasdaqCM:BKYI	NasdaqCM:BKYI;DB:BJO
NasdaqCM:BPTH	NasdaqCM:BPTH;DB:IBPB
NasdaqGS:TECH	NasdaqGS:TECH;BOVESPA:T1CH34;DB:TE1
NasdaqGM:BCAB	NasdaqGM:BCAB
NasdaqCM:BCDA	NasdaqCM:BCDA;DB:6JU
NasdaqCM:BIOC	NasdaqCM:BIOC;BST:B002;DB:B003
NasdaqGS:BIOX	NasdaqGS:BIOX;BASE:BIOX
NasdaqGS:BCRX	NasdaqGS:BCRX;BMV:BCRX*;DB:BO1
NasdaqGS:BDSI	NasdaqGS:BDSI;DB:BD5
NasdaqGM:BDSX	NasdaqGM:BDSX
NasdaqGS:BIIB	NasdaqGS:BIIB;XTRA:IDP;SNSE:BIIB;BMV:BIIB*;SWX:BIIB;BASE:BIIB;WBAG:BIIB;BOVESPA:BIIB34;DB:IDP
NasdaqCM:BHTG	NasdaqCM:BHTG;DB:46Q
NasdaqCM:BIOL	NasdaqCM:BIOL;DB:BTH1
NasdaqCM:BLFS	NasdaqCM:BLFS;DB:BJX1
NasdaqGS:BMRN	NasdaqGS:BMRN;XTRA:BM8;BMV:BMRN*;LSE:0HNC;WBAG:BMRN;BOVESPA:B1MR34;DB:BM8
NasdaqGS:BMEA	NasdaqGS:BMEA
NasdaqCM:BMRA	NasdaqCM:BMRA
NasdaqCM:BNGO	NasdaqCM:BNGO;LSE:0A4K;BMV:BNGO*;DB:2Y3
NasdaqCM:BVXV	NasdaqCM:BVXV;DB:2F5
NasdaqGS:BNTX	NasdaqGS:BNTX;XTRA:BNTX;BST:BNTX;LSE:0A3M;BMV:BNTXN;WBAG:BNTX;DB:22UA
NasdaqCM:BSGM	NasdaqCM:BSGM
NasdaqCM:BIOT	NasdaqCM:BIOT;NasdaqCM:BIOT.U
NasdaqGS:BVS	NasdaqGS:BVS
NasdaqCM:BIVI	NasdaqCM:BIVI
NasdaqCM:BTAI	NasdaqCM:BTAI;DB:BX2
NasdaqCM:BTBT	NasdaqCM:BTBT;BMV:BTBTN
NasdaqGS:BJRI	NasdaqGS:BJRI;DB:ZCG
NasdaqGS:BDTX	NasdaqGS:BDTX
NasdaqGS:BLKB	NasdaqGS:BLKB;DB:BNK
NasdaqGS:BL	NasdaqGS:BL;DB:02B
NasdaqCM:BLNK	NasdaqCM:BLNK
NasdaqGS:BLMN	NasdaqGS:BLMN;DB:BOO
NasdaqGS:BCOR	NasdaqGS:BCOR;DB:3EV
NasdaqGM:BLBD	NasdaqGM:BLBD;DB:4RB
NasdaqCM:BLUW	NasdaqCM:BLUW;NasdaqCM:BLUW.U
NasdaqGS:BLUE	NasdaqGS:BLUE;LSE:0HOH;BMV:BLUE*;DB:BLE
NasdaqGM:BLCT	NasdaqGM:BLCT
NasdaqGM:BKEP	NasdaqGM:BKEP;NasdaqGM:BKEP.P;DB:34J
NasdaqGS:BPMC	NasdaqGS:BPMC;LSE:0HOJ;DB:2L9
NasdaqCM:BSBK	NasdaqCM:BSBK
NasdaqGS:WIFI	NasdaqGS:WIFI;DB:9BI
NasdaqGS:BOKF	NasdaqGS:BOKF;DB:BJR
NasdaqGS:BOLT	NasdaqGS:BOLT;DB:6LP
NasdaqCM:BNSO	NasdaqCM:BNSO
NasdaqGS:BKNG	NasdaqGS:BKNG;XTRA:PCE1;SWX:BKNG;SWX:PCLN;LSE:0W2Y;BMV:BKNG*;WBAG:BOOK;BOVESPA:BKNG34;SNSE:BKNG;DB:PCE1
NasdaqCM:BIMI	NasdaqCM:BIMI;BST:63NN
NasdaqCM:BRQS	NasdaqCM:BRQS
NasdaqCM:BOMN	NasdaqCM:BOMN;DB:42S
NasdaqGS:BPFH	NasdaqGS:BPFH;DB:BP8
NasdaqGS:EPAY	NasdaqGS:EPAY;DB:BOT
NasdaqCM:BOWX	NasdaqCM:BOWX;NasdaqCM:BOWX.U
NasdaqCM:BOXL	NasdaqCM:BOXL;DB:2IU
NasdaqCM:BCLI	NasdaqCM:BCLI;DB:GHDN
NasdaqCM:BREZ	NasdaqCM:BREZ;NasdaqGM:BREZ.U
NasdaqCM:BBI	NasdaqCM:BBI;DB:VCC2
NasdaqGS:BBIO	NasdaqGS:BBIO;MUN:2CL;DB:2CL
NasdaqCM:BLIN	NasdaqCM:BLIN;BST:BL43;DB:BL43
NasdaqCM:BTNB	NasdaqCM:BTNB
NasdaqCM:BTWN	NasdaqCM:BTWN;NasdaqCM:BTWN.U
NasdaqCM:BWB	NasdaqCM:BWB;DB:1WA
NasdaqGM:BRID	NasdaqGM:BRID
NasdaqCM:BLTS	NasdaqCM:BLTS;NasdaqCM:BLTS.U
NasdaqGS:BCOV	NasdaqGS:BCOV;DB:2BV
NasdaqGS:BHF	NasdaqGS:BHF;NasdaqGS:BHFA.O;NasdaqGS:BHFA.N;XTRA:BHF;MUN:BROC;LSE:0HPH;BMV:BHF*
NasdaqCM:BRLI	NasdaqCM:BRLI;NasdaqCM:BRLI.U;DB:89I
NasdaqGS:AVGO	NasdaqGS:AVGO;NasdaqGS:AVGO.P;XTRA:AVGO;LSE:0YXG;BMV:AVGO*;BASE:AVGO;WBAG:BROA;BOVESPA:AVGO34;DB:1YD
NasdaqCM:SCLE	NasdaqCM:SCLE;NasdaqCM:SCLE.U
NasdaqCM:BYFC	NasdaqCM:BYFC
NasdaqCM:BWEN	NasdaqCM:BWEN;DB:9IRA
NasdaqCM:BROG	NasdaqCM:BROG
NasdaqGS:BRKL	NasdaqGS:BRKL;DB:BB3
NasdaqCM:BCAC	NasdaqCM:BCAC;NasdaqCM:BCAC.U
NasdaqGS:BRKS	NasdaqGS:BRKS;LSE:0HQ1;DB:BA3
NasdaqGS:BRP	NasdaqGS:BRP
NasdaqGS:BRKR	NasdaqGS:BRKR;BMV:BRKR*;DB:BKD
NasdaqGS:BMTC	NasdaqGS:BMTC
NasdaqCM:BSQR	NasdaqCM:BSQR
NasdaqGS:BTRS	NasdaqGS:BTRS;DB:62Y0
NasdaqGS:BLDR	NasdaqGS:BLDR;BMV:BLDR*;DB:B1F
NasdaqCM:BHSE	NasdaqCM:BHSE;NasdaqCM:BHSE.U
NasdaqGS:BMBL	NasdaqGS:BMBL
NasdaqGM:BFI	NasdaqGM:BFI;DB:0LS
NasdaqCM:BTAQ	NasdaqCM:BTAQ;NasdaqCM:BTAQ.U
NasdaqGM:BNR	NasdaqGM:BNR
NasdaqGS:BFST	NasdaqGS:BFST;DB:828
NasdaqCM:BYTS.U	NasdaqCM:BYTS.U
NasdaqGS:CFFI	NasdaqGS:CFFI;DB:CFF
NasdaqGS:CHRW	NasdaqGS:CHRW;XTRA:CHRW;LSE:0HQW;BOVESPA:C1HR34;DB:CH1A
NasdaqGS:CCCC	NasdaqGS:CCCC
NasdaqCM:CAHC	NasdaqCM:CAHC;NasdaqCM:CAHC.U
NasdaqGS:CABA	NasdaqGS:CABA
NasdaqGS:CDNS	NasdaqGS:CDNS;XTRA:CDS;LSE:0HS2;BMV:CDNS*;BOVESPA:C1DN34;DB:CDS
NasdaqGM:CDZI	NasdaqGM:CDZI;LSE:0HS4;DB:2ZC
NasdaqGS:CZR	NasdaqGS:CZR;LSE:0A78;BMV:CZR1*;BOVESPA:C2ZR34;DB:2ERE
NasdaqGS:CSTE	NasdaqGS:CSTE;DB:19C
NasdaqGS:CALM	NasdaqGS:CALM;DB:CM2
NasdaqCM:CLBS	NasdaqCM:CLBS;LSE:0HS8;DB:8NE2
NasdaqGS:CAMP	NasdaqGS:CAMP;DB:CF3
NasdaqGS:CVGW	NasdaqGS:CVGW;DB:XGW
NasdaqGS:CALB	NasdaqGS:CALB;DB:3SB
NasdaqGS:CALA	NasdaqGS:CALA;DB:2CB
NasdaqGS:CLMT	NasdaqGS:CLMT;DB:C1A
NasdaqGM:CLXT	NasdaqGM:CLXT
NasdaqGM:CMBM	NasdaqGM:CMBM;MUN:089;DB:089
NasdaqCM:CATC	NasdaqCM:CATC
NasdaqGS:CAC	NasdaqGS:CAC;DB:3LR
NasdaqGM:CAMT	NasdaqGM:CAMT;DB:CMZ;TASE:CAMT
NasdaqGM:CAN	NasdaqGM:CAN
NasdaqGS:CSIQ	NasdaqGS:CSIQ;LSE:0XGH;BMV:CSIQN;DB:L5A
NasdaqGS:GOEV	NasdaqGS:GOEV
NasdaqGS:CTLP	NasdaqGS:CTLP;OTCPK:CTLP.P
NasdaqGM:CPHC	NasdaqGM:CPHC
NasdaqGS:CBNK	NasdaqGS:CBNK;DB:316
NasdaqGS:CCBG	NasdaqGS:CCBG
NasdaqGS:CPLP	NasdaqGS:CPLP;BST:7CPA;DB:7CPA
NasdaqGS:CFFN	NasdaqGS:CFFN;DB:CFW
NasdaqCM:CAPR	NasdaqCM:CAPR;DB:4LN2
NasdaqGS:CSTR	NasdaqGS:CSTR
NasdaqCM:CGRN	NasdaqCM:CGRN;DB:TBN2
NasdaqGM:CARA	NasdaqGM:CARA;LSE:0HTC;DB:69C
NasdaqCM:CRDF	NasdaqCM:CRDF;DB:XE7C
NasdaqGS:CSII	NasdaqGS:CSII
NasdaqGM:CDLX	NasdaqGM:CDLX;LSE:0LEC;BMV:CDLX*;DB:CYX
NasdaqGS:CATM	NasdaqGS:CATM;DB:001
NasdaqGM:MTBC	NasdaqGM:MTBC;DB:MTB0;DB:MTBB
NasdaqGM:CDNA	NasdaqGM:CDNA;DB:1K9
NasdaqGS:CARG	NasdaqGS:CARG;DB:0C6
NasdaqGM:LOTZ	NasdaqGM:LOTZ
NasdaqCM:CTAQ	NasdaqCM:CTAQ;NasdaqCM:CTAQ.U
NasdaqGS:PRTS	NasdaqGS:PRTS
NasdaqGS:TAST	NasdaqGS:TAST;DB:XQC
NasdaqGS:CARE	NasdaqGS:CARE;DB:6NH
NasdaqCM:GLBL	NasdaqCM:GLBL;NasdaqCM:GLBL.U
NasdaqCM:CARV	NasdaqCM:CARV
NasdaqGS:CASA	NasdaqGS:CASA;DB:6CS
NasdaqGS:CWST	NasdaqGS:CWST;DB:WA3
NasdaqGS:CASY	NasdaqGS:CASY;DB:CS2
NasdaqCM:CASI	NasdaqCM:CASI;DB:ENMN
NasdaqGS:CASS	NasdaqGS:CASS;DB:CC3
NasdaqCM:SAVA	NasdaqCM:SAVA;BMV:SAVA*;DB:PX91
NasdaqGM:CSTL	NasdaqGM:CSTL
NasdaqCM:CTRM	NasdaqCM:CTRM;OTCNO:CASTOR;DB:1C1
NasdaqGM:CATB	NasdaqGM:CATB;DB:209A
NasdaqCM:CBIO	NasdaqCM:CBIO;DB:HGF2
NasdaqCM:CPRX	NasdaqCM:CPRX;DB:CN2
NasdaqGS:CATY	NasdaqGS:CATY;DB:CN7
NasdaqGS:CVCO	NasdaqGS:CVCO
NasdaqGM:CBFV	NasdaqGM:CBFV
NasdaqCM:CBAT	NasdaqCM:CBAT;DB:B6JA
NasdaqCM:CBMB	NasdaqCM:CBMB
NasdaqGS:CBTX	NasdaqGS:CBTX;DB:C9N
NasdaqGS:CDK	NasdaqGS:CDK;LSE:0HQR;BMV:CDK*;DB:C2G
NasdaqGS:CDW	NasdaqGS:CDW;BMV:CDW*;BOVESPA:C1DW34;DB:CDW
NasdaqGS:CECE	NasdaqGS:CECE;DB:WCE
NasdaqCM:CELC	NasdaqCM:CELC
NasdaqCM:CLDX	NasdaqCM:CLDX;DB:TCE2
NasdaqCM:APOP	NasdaqCM:APOP;DB:2EBA
NasdaqCM:CLRB	NasdaqCM:CLRB;DB:NV4P
NasdaqCM:CLSN	NasdaqCM:CLSN;LSE:0HUZ;DB:CBOC
NasdaqCM:CELH	NasdaqCM:CELH
NasdaqCM:CETX	NasdaqCM:CETX;DB:C42A
NasdaqCM:CDEV	NasdaqCM:CDEV;LSE:0HVD;BMV:CDEV*;DB:241A
NasdaqGM:CNTG	NasdaqGM:CNTG;MUN:39K;DB:39K
NasdaqGS:CENT	NasdaqGS:CENT;NasdaqGS:CENT.A;DB:GP7A;DB:GP7
NasdaqCM:CVCY	NasdaqCM:CVCY
NasdaqCM:CENH	NasdaqCM:CENH;NasdaqCM:CENH.U
NasdaqGS:CENX	NasdaqGS:CENX;DB:EY3
NasdaqGS:CNBK.A	NasdaqGS:CNBK.A
NasdaqCM:CNTY	NasdaqCM:CNTY;DB:CNT
NasdaqGS:CRNT	NasdaqGS:CRNT;DB:GGN
NasdaqCM:CERC	NasdaqCM:CERC;DB:C6K
NasdaqGS:CRNC	NasdaqGS:CRNC;XTRA:CRNC;BST:0S6;BMV:CRNC*
NasdaqCM:CERE	NasdaqCM:CERE
NasdaqGS:CERN	NasdaqGS:CERN;LSE:0R00;BMV:CERN*;BOVESPA:C1ER34;WBAG:CERN;DB:CRE
NasdaqGS:CERT	NasdaqGS:CERT;HMSE:700
NasdaqGM:CERS	NasdaqGM:CERS;XTRA:CU2;DB:CU2
NasdaqGS:CEVA	NasdaqGS:CEVA;LSE:0Q19;BMV:CEVA*;DB:PVJA
NasdaqCM:CFIV	NasdaqCM:CFIV;NasdaqCM:CFIV.U
NasdaqCM:CFV	NasdaqCM:CFV;NasdaqCM:CFFV.U
NasdaqCM:CFVI	NasdaqCM:CFVI;NasdaqCM:CFVI.U
NasdaqCM:CFFE.U	NasdaqCM:CFFE.U
NasdaqCM:CFBK	NasdaqCM:CFBK
NasdaqCM:CFAC	NasdaqCM:CFAC;NasdaqCM:CFAC.U
NasdaqCM:CSBR	NasdaqCM:CSBR;DB:2I3
NasdaqGS:CHX	NasdaqGS:CHX;DB:X9P
NasdaqGS:CHNG	NasdaqGS:CHNG;MUN:1CB;BMV:CHNG*
NasdaqCM:CTHR	NasdaqCM:CTHR;DB:CDR
NasdaqGS:CHTR	NasdaqGS:CHTR;XTRA:CHTR;LSE:0HW4;BMV:CHTR*;BOVESPA:CHCM34;WBAG:CHTR;DB:CQD
NasdaqGS:CHKP	NasdaqGS:CHKP;BMV:CHKPN;BOVESPA:C1HK34;WBAG:CHKP;DB:CPW
NasdaqCM:CHEK	NasdaqCM:CHEK;DB:7CC
NasdaqGM:CMPI	NasdaqGM:CMPI
NasdaqCM:CKPT	NasdaqCM:CKPT
NasdaqCM:CEMI	NasdaqCM:CEMI;BST:D9IA
NasdaqGS:CCXI	NasdaqGS:CCXI;DB:2CX
NasdaqCM:CMMB	NasdaqCM:CMMB
NasdaqGS:CHMG	NasdaqGS:CHMG
NasdaqGS:CHK	NasdaqGS:CHK;XTRA:CS1;DB:CS1
NasdaqGS:CHMA	NasdaqGS:CHMA;DB:CXS
NasdaqGM:CSSE	NasdaqGM:CSSE;BST:2UC;NasdaqGM:CSSE.P;DB:2UC
NasdaqGM:CMRX	NasdaqGM:CMRX;DB:CXF
NasdaqCM:CAAS	NasdaqCM:CAAS;DB:RYV
NasdaqCM:CCRC	NasdaqCM:CCRC;DB:65U
NasdaqGS:JRJC	NasdaqGS:JRJC;DB:FNZA
NasdaqCM:HGSH	NasdaqCM:HGSH;DB:29RA
NasdaqGS:CIH	NasdaqGS:CIH
NasdaqCM:CJJD	NasdaqCM:CJJD;DB:04CN
NasdaqCM:CLEU	NasdaqCM:CLEU
NasdaqCM:CHNR	NasdaqCM:CHNR;BST:NY6
NasdaqCM:CREG	NasdaqCM:CREG;DB:CR9
NasdaqCM:SXTC	NasdaqCM:SXTC;DB:2RY
NasdaqGM:CXDC	NasdaqGM:CXDC;DB:02Y
NasdaqCM:PLIN	NasdaqCM:PLIN;DB:C1U
NasdaqGS:CD	NasdaqGS:CD
NasdaqGS:KDNY	NasdaqGS:KDNY;DB:290A
NasdaqCM:COFS	NasdaqCM:COFS
NasdaqCM:CHPM	NasdaqCM:CHPM;NasdaqCM:CHPM.U
NasdaqCM:CDXC	NasdaqCM:CDXC;DB:OCD1
NasdaqGS:CHDN	NasdaqGS:CHDN;BST:CHR;BOVESPA:C2HD34;DB:CHR
NasdaqGS:CHUY	NasdaqGS:CHUY;DB:CUY
NasdaqGM:CDTX	NasdaqGM:CDTX;DB:20D
NasdaqGS:CMPR	NasdaqGS:CMPR;DB:3UF
NasdaqCM:CNNB	NasdaqCM:CNNB
NasdaqGS:CINF	NasdaqGS:CINF;LSE:0HYE;BOVESPA:CINF34;DB:CCJ
NasdaqGM:CIDM	NasdaqGM:CIDM;DB:IQ51
NasdaqGS:CTAS	NasdaqGS:CTAS;XTRA:CTAS;LSE:0HYJ;BMV:CTAS*;BOVESPA:C1TA34;WBAG:CTAS;DB:CIT
NasdaqGS:CRUS	NasdaqGS:CRUS;LSE:0HYI;BMV:CRUS*;DB:CRU
NasdaqGS:CSCO	NasdaqGS:CSCO;XTRA:CIS;BVL:CSCO;SWX:CSCO;SEHK:4333;BMV:CSCO*;SNSE:CSCO;BOVESPA:CSCO34;BASE:CSCO;WBAG:CSCO;ENXTBR:CIS;DB:CIS
NasdaqGS:CTRN	NasdaqGS:CTRN;DB:WW2
NasdaqCM:CTXR	NasdaqCM:CTXR;BST:47N;DB:47N
NasdaqCM:CZNC	NasdaqCM:CZNC
NasdaqGM:CZWI	NasdaqGM:CZWI
NasdaqGM:CIZN	NasdaqGM:CIZN
NasdaqGS:CTXS	NasdaqGS:CTXS;XTRA:CTX;LSE:0HYR;BMV:CTXS*;BOVESPA:C1TX34;WBAG:CTXS;DB:CTX
NasdaqGS:CHCO	NasdaqGS:CHCO
NasdaqCM:CIVB	NasdaqCM:CIVB;DB:44Q
NasdaqCM:CLRM	NasdaqCM:CLRM;NasdaqCM:CLRM.U
NasdaqGS:CLAR	NasdaqGS:CLAR;DB:BDO
NasdaqGS:CLNE	NasdaqGS:CLNE;LSE:0I04;DB:WIQ
NasdaqCM:CLSK	NasdaqCM:CLSK
NasdaqGM:CLFD	NasdaqGM:CLFD;DB:AP7
NasdaqCM:CLRO	NasdaqCM:CLRO
NasdaqCM:CLPT	NasdaqCM:CLPT
NasdaqGM:CLSD	NasdaqGM:CLSD;BST:CLM
NasdaqCM:CLIR	NasdaqCM:CLIR;LSE:0I0B;DB:4CC
NasdaqCM:CLNN	NasdaqCM:CLNN;DB:84C
NasdaqCM:CBLI	NasdaqCM:CBLI;DB:7CB1
NasdaqCM:CLVR	NasdaqCM:CLVR
NasdaqGS:CLOV	NasdaqGS:CLOV
NasdaqGS:CLVS	NasdaqGS:CLVS;XTRA:C6O;LSE:0A7C;DB:C6O
NasdaqGM:CLPS	NasdaqGM:CLPS;DB:1UK
NasdaqCM:CMII	NasdaqCM:CMII;NasdaqCM:CMII.U
NasdaqCM:CMLT.U	NasdaqCM:CMLT.U
NasdaqCM:CMLF	NasdaqCM:CMLF;NasdaqCM:CMLF.U
NasdaqGS:CCMP	NasdaqGS:CCMP;BST:CTD;DB:CTD
NasdaqGS:CME	NasdaqGS:CME;XTRA:MX4A;LSE:0HR2;BMV:CME*;BOVESPA:CHME34;WBAG:CMEG;DB:MX4A
NasdaqCM:CNEY	NasdaqCM:CNEY
NasdaqGS:CCNE	NasdaqGS:CCNE;NasdaqGS:CCNE.P;DB:44I
NasdaqCM:CNSP	NasdaqCM:CNSP
NasdaqCM:CODX	NasdaqCM:CODX;MUN:C97;LSE:0A50;DB:C97
NasdaqGS:CCB	NasdaqGS:CCB;DB:1VD
NasdaqGS:COKE	NasdaqGS:COKE;LSE:0I0T;DB:CC5
NasdaqCM:COCP	NasdaqCM:COCP
NasdaqCM:CODA	NasdaqCM:CODA
NasdaqCM:CCNC	NasdaqCM:CCNC
NasdaqGS:CDXS	NasdaqGS:CDXS;LSE:0I0X;DB:4QK
NasdaqGM:CDAK	NasdaqGM:CDAK
NasdaqGM:CVLY	NasdaqGM:CVLY
NasdaqCM:JVA	NasdaqCM:JVA;DB:E6U
NasdaqGS:COGT	NasdaqGS:COGT
NasdaqGS:CCOI	NasdaqGS:CCOI;BMV:CCOI*;DB:OGM1
NasdaqGS:CGNX	NasdaqGS:CGNX;LSE:0I14;BMV:CGNX*;DB:CGZ
NasdaqGS:CTSH	NasdaqGS:CTSH;XTRA:COZ;SWX:CTSH;LSE:0QZ5;BMV:CTSH*;BOVESPA:CTSH34;WBAG:CTSH;DB:COZ
NasdaqGS:CGNT	NasdaqGS:CGNT
NasdaqCM:CWBR	NasdaqCM:CWBR
NasdaqGS:COHR	NasdaqGS:COHR;LSE:0I17;DB:COI
NasdaqGM:CHRS	NasdaqGM:CHRS;DB:8C5
NasdaqGS:COHU	NasdaqGS:COHU;DB:CU3
NasdaqGS:COIN	NasdaqGS:COIN;XTRA:1QZ;WBAG:COIN;DB:1QZ
NasdaqCM:COLI	NasdaqCM:COLI;NasdaqCM:COLI.U
NasdaqGS:COLL	NasdaqGS:COLL;DB:354
NasdaqCM:CLGN	NasdaqCM:CLGN;DB:CPTA
NasdaqGM:CBAN	NasdaqGM:CBAN
NasdaqCM:CSCW	NasdaqCM:CSCW;DB:2J4
NasdaqGS:COLB	NasdaqGS:COLB
NasdaqGS:CLBK	NasdaqGS:CLBK;MUN:64H
NasdaqGS:COLM	NasdaqGS:COLM;DB:CUW
NasdaqGS:CMCO	NasdaqGS:CMCO;DB:VC3
NasdaqGS:CMCS.A	NasdaqGS:CMCS.A;XTRA:CTP2;BVL:CMCSA;SWX:CMCSA;BMV:CMCSA*;SNSE:CMCSA;BOVESPA:CMCS34;WBAG:CMCS;DB:CTP2
NasdaqGS:CBSH	NasdaqGS:CBSH;DB:CB5
NasdaqGS:CVGI	NasdaqGS:CVGI;DB:FDU
NasdaqGS:COMM	NasdaqGS:COMM;DB:CM9
NasdaqGM:JCS	NasdaqGM:JCS
NasdaqCM:ESXB	NasdaqCM:ESXB;DB:44U
NasdaqGS:CTBI	NasdaqGS:CTBI
NasdaqGM:CWBC	NasdaqGM:CWBC
NasdaqGS:CVLT	NasdaqGS:CVLT;LSE:0A8N;DB:D6I
NasdaqGS:CMPS	NasdaqGS:CMPS;DB:5Y6
NasdaqGM:CGEN	NasdaqGM:CGEN;TASE:CGEN;DB:CW9
NasdaqGS:CPSI	NasdaqGS:CPSI;DB:PS1
NasdaqGS:CTG	NasdaqGS:CTG;DB:TSK
NasdaqGS:SCOR	NasdaqGS:SCOR
NasdaqCM:COMS	NasdaqCM:COMS;DB:9DA
NasdaqCM:CHCI	NasdaqCM:CHCI;DB:CHO1
NasdaqGS:CMTL	NasdaqGS:CMTL;DB:CC6
NasdaqGS:CNXC	NasdaqGS:CNXC
NasdaqGM:CNCE	NasdaqGM:CNCE;DB:73C
NasdaqCM:BBCP	NasdaqCM:BBCP
NasdaqGS:CNDT	NasdaqGS:CNDT;DB:4C0
NasdaqCM:CFMS	NasdaqCM:CFMS;DB:308
NasdaqGM:CNFR	NasdaqGM:CNFR
NasdaqGS:CONN	NasdaqGS:CONN;DB:CN4
NasdaqGM:CNTB	NasdaqGM:CNTB
NasdaqGS:CNOB	NasdaqGS:CNOB;DB:CBM
NasdaqGS:CNSL	NasdaqGS:CNSL;DB:C8C
NasdaqGS:CWCO	NasdaqGS:CWCO;DB:CW2
NasdaqGS:CNST	NasdaqGS:CNST
NasdaqGS:ROAD	NasdaqGS:ROAD;DB:CQY
NasdaqGM:CPSS	NasdaqGM:CPSS;DB:FC8
NasdaqGS:WISH	NasdaqGS:WISH;BMV:WISH*
NasdaqCM:CFRX	NasdaqCM:CFRX;DB:22R1
NasdaqCM:CONX	NasdaqCM:CONX;NasdaqCM:CONX.U
NasdaqGS:CPRT	NasdaqGS:CPRT;BMV:CPRT*;BOVESPA:C1PR34;DB:CO6
NasdaqCM:CRZN.U	NasdaqCM:CRZN.U
NasdaqGM:CRBP	NasdaqGM:CRBP;LSE:0SZI;DB:337
NasdaqCM:CORT	NasdaqCM:CORT;LSE:0I3Q;DB:HTD
NasdaqGS:CORE	NasdaqGS:CORE;DB:C6M
NasdaqGM:CRMD	NasdaqGM:CRMD;DB:19KA
NasdaqCM:COOL	NasdaqCM:COOL;NasdaqCM:COOL.U
NasdaqGS:CSOD	NasdaqGS:CSOD;DB:8CO
NasdaqGS:CRSR	NasdaqGS:CRSR;MUN:6C2;LSE:0A95;DB:6C2
NasdaqGS:CRTX	NasdaqGS:CRTX
NasdaqCM:CLDB	NasdaqCM:CLDB
NasdaqGS:CRVL	NasdaqGS:CRVL
NasdaqGM:CRVS	NasdaqGM:CRVS;DB:C17
NasdaqGS:CSGP	NasdaqGS:CSGP;BMV:CSGP*;BOVESPA:C1GP34;DB:RLG
NasdaqGS:COST	NasdaqGS:COST;XTRA:COST;BASE:COST;SNSE:COST;LSE:0I47;BMV:COST*;WBAG:COST;BOVESPA:COWC34;DB:CTO
NasdaqGM:ICBK	NasdaqGM:ICBK;DB:841
NasdaqGS:COUP	NasdaqGS:COUP;XTRA:COUP;LSE:0I4B;BMV:COUP*;BOVESPA:C1OU34;DB:2C0
NasdaqCM:COVA	NasdaqCM:COVA;NasdaqCM:COVA.U
NasdaqGS:CVLG	NasdaqGS:CVLG;DB:CV5
NasdaqGS:CVET	NasdaqGS:CVET;XTRA:2NJ;DB:2NJ
NasdaqGS:COWN	NasdaqGS:COWN
NasdaqCM:CPSH	NasdaqCM:CPSH
NasdaqGS:CRAI	NasdaqGS:CRAI;DB:CR2
