symbol,exchange,country,market_cap,headquarters_city,headquarters_state,sector,industry
LILAK,NASDAQ,US,2.923493803495597,Denver,Colorado,Consumer Services,Cable/Satellite TV
UCBIO,NASDAQ,US,2.918376284766061,Blairsville,Georgia,Finance,Regional Banks
AUB,NASDAQ,US,2.915321874005589,Richmond,Virginia,Finance,Regional Banks
WERN,NASDAQ,US,2.914957829,Omaha,Nebraska,Transportation,Trucking
ITGR,NYSE,US,2.913248828,Plano,Texas,Producer Manufacturing,Electrical Products
CNX,NYSE,US,2.9114251164992426,Canonsburg,Pennsylvania,Energy Minerals,Integrated Oil
AEL,NYSE,US,2.908603008650723,West Des Moines,Iowa,Finance,Life/Health Insurance
LAC,NYSE,CA,2.90695776,Vancouver,British Columbia,Process Industries,Chemicals: Agricultural
UCBI,NASDAQ,US,2.904626781,Blairsville,Georgia,Finance,Regional Banks
PRG,NYSE,US,2.901390637,Draper,Utah,Finance,Finance/Rental/Leasing
CPG,NYSE,CA,2.89673652,Calgary,Alberta,Energy Minerals,Oil & Gas Production
EVH,NYSE,US,2.892054892,Arlington,Virginia,Commercial Services,Miscellaneous Commercial Services
VC,NASDAQ,US,2.8916200169389237,Van Buren Township,Michigan,Producer Manufacturing,Auto Parts: OEM
PBH,NYSE,US,2.8899638,Tarrytown,New York,Health Technology,Pharmaceuticals: Other
THRM,NASDAQ,US,2.885776583793444,Northville,Michigan,Producer Manufacturing,Auto Parts: OEM
JJSF,NASDAQ,US,2.885321971854445,Pennsauken,New Jersey,Consumer Non-Durables,Food: Specialty/Candy
KOF,NYSE,MX,2.884967544,Mexico City,Distrito Federal,Consumer Non-Durables,Beverages: Non-Alcoholic
VRM,NASDAQ,US,2.88058505,New York,New York,Retail Trade,Specialty Stores
FBC,NYSE,US,2.877823612,Troy,Michigan,Finance,Financial Conglomerates
LOB,NASDAQ,US,2.875654483880326,Wilmington,North Carolina,Finance,Regional Banks
MAIN,NYSE,US,2.872056634081256,Houston,Texas,Finance,Investment Managers
CTKB,NASDAQ,US,2.8664208,Fremont,California,Health Technology,Medical Specialties
VERX,NASDAQ,US,2.866374537,King of Prussia,Pennsylvania,Technology Services,Packaged Software
MTCN,NYSE,LU,2.8588,Luxembourg,Luxembourg,Non-Energy Minerals,Steel
TRN,NYSE,US,2.856026445553993,Dallas,Texas,Producer Manufacturing,Trucks/Construction/Farm Machinery
CADE,NYSE,US,2.84992952,Houston,Texas,Finance,Major Banks
FIX,NYSE,US,2.845238524,Houston,Texas,Industrial Services,Engineering & Construction
STEM,NYSE,US,2.83577525,San Francisco,California,Producer Manufacturing,Electrical Products
ACAD,NASDAQ,US,2.832141069968384,San Diego,California,Health Technology,Biotechnology
ONB,NASDAQ,US,2.8271862337736238,Evansville,Indiana,Finance,Regional Banks
FBP,NYSE,PR,2.82101853,San Juan,,Finance,Regional Banks
NMRK,NASDAQ,US,2.8185892705300004,New York,New York,Finance,Real Estate Development
EAF,NYSE,US,2.81810812,Brooklyn Heights,Ohio,Producer Manufacturing,Electrical Products
KTB,NYSE,US,2.81746304,Greensboro,North Carolina,Consumer Non-Durables,Apparel/Footwear
RSKD,NYSE,IL,2.81726431716,Tel Aviv,Tel Aviv,Technology Services,Information Technology Services
MLHR,NASDAQ,US,2.812716689949736,Zeeland,Michigan,Producer Manufacturing,Office Equipment/Supplies
HHR,NASDAQ,RU,2.810252481,Moscow,Moscow,Technology Services,Internet Software/Services
TEX,NYSE,US,2.8087522380257166,Norwalk,Connecticut,Producer Manufacturing,Trucks/Construction/Farm Machinery
SAVE,NYSE,US,2.80327572,Miramar,Florida,Transportation,Airlines
PIPR,NYSE,US,2.802575365180131,Minneapolis,Minnesota,Finance,Investment Banks/Brokers
NVMI,NASDAQ,IL,2.799343808,Rehovot,HaMerkaz,Electronic Technology,Electronic Production Equipment
YELP,NYSE,US,2.79767695,San Francisco,California,Technology Services,Internet Software/Services
MRCY,NASDAQ,US,2.795434961068874,Andover,Massachusetts,Electronic Technology,Electronic Equipment/Instruments
IFS,NYSE,PE,2.7939120957777672,Lima,Lima Region,Finance,Investment Managers
UNIT,NASDAQ,US,2.78573690802031,Little Rock,Arkansas,Finance,Real Estate Investment Trusts
BOOT,NYSE,US,2.785614791481682,Irvine,California,Retail Trade,Apparel/Footwear Retail
LILM,NASDAQ,DE,2.784278637,Wessling,Bayern (Bavaria),Electronic Technology,Aerospace & Defense
UFS,NYSE,US,2.777796924,Fort Mill,South Carolina,Process Industries,Pulp & Paper
KTOS,NASDAQ,US,2.76922172,Round Rock,Texas,Electronic Technology,Aerospace & Defense
FORM,NASDAQ,US,2.768026133165329,Livermore,California,Electronic Technology,Electronic Production Equipment
PAYO,NASDAQ,US,2.76771936,New York,New York,Commercial Services,Miscellaneous Commercial Services
VSH,NYSE,US,2.7672837082800004,Malvern,Pennsylvania,Electronic Technology,Electronic Components
SWTX,NASDAQ,US,2.76148005205666,Stamford,Connecticut,Health Technology,Pharmaceuticals: Major
HL,NYSE,US,2.74395247,Coeur d'Alene,Idaho,Non-Energy Minerals,Precious Metals
EBS,NYSE,US,2.7430334226855404,Gaithersburg,Maryland,Health Technology,Pharmaceuticals: Major
HSKA,NASDAQ,US,2.741690836770697,Loveland,Colorado,Health Technology,Medical Specialties
ADV,NASDAQ,US,2.73655066,Irvine,California,Commercial Services,Advertising/Marketing Services
BIPC,NYSE,US,2.73435473948,New York,New York,Utilities,Gas Distributors
DOMO,NASDAQ,US,2.72966092792,American Fork,Utah,Technology Services,Packaged Software
CENT,NASDAQ,US,2.72918232348,Walnut Creek,California,Consumer Non-Durables,Consumer Sundries
UZF,NYSE,US,2.721575333248276,Chicago,Illinois,Communications,Wireless Telecommunications
UZD,NYSE,US,2.7200494916986417,Chicago,Illinois,Communications,Wireless Telecommunications
ABR,NYSE,US,2.71986514,Uniondale,New York,Finance,Real Estate Investment Trusts
CDLX,NASDAQ,US,2.719201075044631,Atlanta,Georgia,Technology Services,Internet Software/Services
SHO,NYSE,US,2.71832363,Irvine,California,Finance,Real Estate Investment Trusts
BDC,NYSE,US,2.717673565,St. Louis,Missouri,Producer Manufacturing,Electrical Products
AVA,NYSE,US,2.7170442,Spokane,Washington,Utilities,Electric Utilities
UZE,NYSE,US,2.7153251671220198,Chicago,Illinois,Communications,Wireless Telecommunications
PAY,NYSE,US,2.7145423280700003,Redmond,Washington,Commercial Services,Miscellaneous Commercial Services
FFIE,NASDAQ,US,2.71165451568,Gardena,California,Finance,Financial Conglomerates
HLIO,NASDAQ,US,2.710735838,Sarasota,Florida,Producer Manufacturing,Industrial Machinery
CNNE,NYSE,US,2.710491912,Las Vegas,Nevada,Finance,Financial Conglomerates
HTH,NYSE,US,2.708940957894817,Dallas,Texas,Finance,Regional Banks
USM,NYSE,US,2.703417738,Chicago,Illinois,Communications,Wireless Telecommunications
KYMR,NASDAQ,US,2.701537464571179,Watertown,Massachusetts,Health Technology,Biotechnology
GBDC,NASDAQ,US,2.70135744,New York,New York,Finance,Investment Managers
MGEE,NASDAQ,US,2.696343104,Madison,Wisconsin,Utilities,Electric Utilities
CVBF,NASDAQ,US,2.69617664,Ontario,California,Finance,Regional Banks
RUSHB,NASDAQ,US,2.695304142,New Braunfels,Texas,Retail Trade,Specialty Stores
SCL,NYSE,US,2.686472322,Northfield,Illinois,Process Industries,Chemicals: Specialty
MANU,NYSE,GB,2.686285375412204,Manchester,Greater Manchester,Consumer Services,Movies/Entertainment
AGIO,NASDAQ,US,2.68465131,Cambridge,Massachusetts,Health Technology,Biotechnology
CVA,NYSE,US,2.680135064373443,Morristown,New Jersey,Industrial Services,Environmental Services
INDB,NASDAQ,US,2.6792464306601027,Rockland,Massachusetts,Finance,Regional Banks
REGI,NASDAQ,US,2.67753083,Ames,Iowa,Process Industries,Chemicals: Specialty
RUSHA,NASDAQ,US,2.6768965401362927,New Braunfels,Texas,Retail Trade,Specialty Stores
LAW,NYSE,US,2.6763039248243268,Austin,Texas,Technology Services,Packaged Software
JXN,NYSE,US,2.67145162004,Lansing,Michigan,Finance,Financial Conglomerates
WOR,NYSE,US,2.6706921,Columbus,Ohio,Non-Energy Minerals,Steel
ARRY,NASDAQ,US,2.669796126107976,Albuquerque,New Mexico,Electronic Technology,Semiconductors
MDP,NYSE,US,2.669608887,Des Moines,Iowa,Consumer Services,Publishing: Books/Magazines
SAGE,NASDAQ,US,2.66708792,Cambridge,Massachusetts,Health Technology,Pharmaceuticals: Other
CSTM,NYSE,FR,2.6610833962705622,Paris,Ile-de-France,Commercial Services,Miscellaneous Commercial Services
AUPH,NASDAQ,CA,2.65651324,Victoria,British Columbia,Health Technology,Biotechnology
TBK,NASDAQ,US,2.65297135664103,Dallas,Texas,Finance,Regional Banks
COLB,NASDAQ,US,2.644146499277245,Tacoma,Washington,Finance,Regional Banks
FULT,NASDAQ,US,2.638553646265582,Lancaster,Pennsylvania,Finance,Regional Banks
AGTI,NYSE,US,2.635082305318139,Minneapolis,Minnesota,Finance,Finance/Rental/Leasing
DOOR,NYSE,US,2.634635504,Tampa,Florida,Producer Manufacturing,Building Products
BRC,NYSE,US,2.633542472262877,Milwaukee,Wisconsin,Producer Manufacturing,Miscellaneous Manufacturing
FULTP,NASDAQ,US,2.632740861595871,Lancaster,Pennsylvania,Finance,Regional Banks
AIN,NYSE,US,2.631747760071321,Rochester,New Hampshire,Process Industries,Textiles
BCRX,NASDAQ,US,2.6311777,Durham,North Carolina,Health Technology,Biotechnology
SPXC,NYSE,US,2.630670546096626,Charlotte,North Carolina,Producer Manufacturing,Industrial Conglomerates
TBKCP,NASDAQ,US,2.629615966999998,Dallas,Texas,Finance,Regional Banks
ENR,NYSE,US,2.6138511711966017,St. Louis,Missouri,Consumer Non-Durables,Household/Personal Care
FIBK,NASDAQ,US,2.61082507635,Billings,Montana,Finance,Regional Banks
JOE,NYSE,US,2.609676832,Panama City Beach,Florida,Finance,Real Estate Development
UNFI,NYSE,US,2.607873372,Providence,Rhode Island,Distribution Services,Food Distributors
EGHT,NYSE,US,2.60700811598334,Campbell,California,Technology Services,Packaged Software
PLXS,NASDAQ,US,2.604679753641827,Neenah,Wisconsin,Electronic Technology,Electronic Components
SCPL,NASDAQ,US,2.6036625378407403,Las Vegas,Nevada,Technology Services,Packaged Software
IBOC,NASDAQ,US,2.603334180801158,Laredo,Texas,Finance,Regional Banks
WSFS,NASDAQ,US,2.59875000000002,Wilmington,Delaware,Finance,Savings Banks
PTCT,NASDAQ,US,2.596849062232774,South Plainfield,New Jersey,Health Technology,Biotechnology
SFM,NASDAQ,US,2.585288745794032,Phoenix,Arizona,Retail Trade,Food Retail
LBRT,NYSE,US,2.5836509406734263,Denver,Colorado,Industrial Services,Oilfield Services/Equipment
PRMW,NYSE,US,2.5819892,Tampa,Florida,Consumer Non-Durables,Beverages: Non-Alcoholic
SKYW,NASDAQ,US,2.58196475,St. George,Utah,Transportation,Airlines
TPH,NYSE,US,2.5807412462058084,Incline Village,Nevada,Consumer Durables,Homebuilding
RNW,NASDAQ,IN,2.5784134509892467,Gurugram,Haryana,Utilities,Alternative Power Generation
NAPA,NYSE,US,2.5770528,St. Helena,California,Distribution Services,Food Distributors
RLAY,NASDAQ,US,2.574142927,Cambridge,Massachusetts,Health Technology,Biotechnology
FUN,NYSE,US,2.57147605,Sandusky,Ohio,Consumer Services,Movies/Entertainment
VAL,NYSE,BM,2.566501655775182,Hamilton,Hamilton,Industrial Services,Contract Drilling
EDIT,NASDAQ,US,2.561846589,Cambridge,Massachusetts,Health Technology,Biotechnology
BSM,NYSE,US,2.55587675,Houston,Texas,Energy Minerals,Oil & Gas Production
FORG,NYSE,US,2.5504876574099997,San Francisco,California,Technology Services,Packaged Software
CVET,NASDAQ,US,2.55004301,Portland,Maine,Technology Services,Packaged Software
ACCD,NASDAQ,US,2.549239008,Seattle,Washington,Technology Services,Information Technology Services
SJI,NYSE,US,2.548051103747999,Folsom,New Jersey,Utilities,Gas Distributors
SJIV,NYSE,US,2.544203922291122,Folsom,New Jersey,Utilities,Gas Distributors
SANM,NASDAQ,US,2.540655007490102,San Jose,California,Electronic Technology,Electronic Components
SJIJ,NYSE,US,2.540496746432868,Folsom,New Jersey,Utilities,Gas Distributors
WGO,NYSE,US,2.539786205,Forest City,Iowa,Consumer Durables,Recreational Products
FCEL,NASDAQ,US,2.53696888,Danbury,Connecticut,Electronic Technology,Electronic Equipment/Instruments
OPK,NASDAQ,US,2.52711473,Miami,Florida,Health Technology,Pharmaceuticals: Major
CENTA,NASDAQ,US,2.523255476114319,Walnut Creek,California,Consumer Non-Durables,Consumer Sundries
FTAI,NYSE,US,2.518169429257226,New York,New York,Finance,Investment Managers
FSS,NYSE,US,2.517407524,Oak Brook,Illinois,Producer Manufacturing,Trucks/Construction/Farm Machinery
CCXI,NASDAQ,US,2.5165260417777837,San Carlos,California,Health Technology,Biotechnology
XMTR,NASDAQ,US,2.51294353818,Derwood,Maryland,Producer Manufacturing,Metal Fabrication
EVA,NYSE,US,2.510101737,Bethesda,Maryland,Process Industries,Industrial Specialties
MOMO,NASDAQ,CN,2.498607309621445,Beijing,Beijing,Technology Services,Information Technology Services
ACA,NYSE,US,2.496998492987031,Dallas,Texas,Producer Manufacturing,Trucks/Construction/Farm Machinery
WWW,NYSE,US,2.48781077,Rockford,Michigan,Consumer Non-Durables,Apparel/Footwear
MGLN,NASDAQ,US,2.487025833258989,Phoenix,Arizona,Health Services,Managed Health Care
RLJ,NYSE,US,2.47595834,Bethesda,Maryland,Finance,Real Estate Investment Trusts
NHI,NYSE,US,2.475473894,Murfreesboro,Tennessee,Finance,Real Estate Investment Trusts
MYGN,NASDAQ,US,2.469672856,Salt Lake City,Utah,Health Technology,Biotechnology
JKS,NYSE,CN,2.4668551443725,Shangrao,Jiangxi,Producer Manufacturing,Electrical Products
TWOU,NASDAQ,US,2.46534365677528,Lanham,Maryland,Technology Services,Packaged Software
RIG,NYSE,CH,2.4613092,Steinhausen,Zug,Industrial Services,Contract Drilling
CORT,NASDAQ,US,2.45997094,Menlo Park,California,Health Technology,Pharmaceuticals: Other
CRSR,NASDAQ,US,2.459611674,Fremont,California,Technology Services,Packaged Software
IPAR,NASDAQ,US,2.4583273,New York,New York,Consumer Non-Durables,Household/Personal Care
TWNK,NASDAQ,US,2.457801755835499,Lenexa,Kansas,Consumer Non-Durables,Food: Specialty/Candy
HUBG,NASDAQ,US,2.4568824586583773,Oak Brook,Illinois,Transportation,Air Freight/Couriers
GDOT,NYSE,US,2.454975373632659,Pasadena,California,Commercial Services,Miscellaneous Commercial Services
VCTR,NASDAQ,US,2.45269870412,San Antonio,Texas,Finance,Investment Managers
RIOT,NASDAQ,US,2.447717663,Castle Rock,Colorado,Finance,Financial Conglomerates
MLI,NYSE,US,2.439895722,Collierville,Tennessee,Producer Manufacturing,Metal Fabrication
OMAB,NASDAQ,MX,2.4377928632222554,San Pedro Garza García,Nuevo Leon,Transportation,Other Transportation
MWA,NYSE,US,2.437070862766125,Atlanta,Georgia,Producer Manufacturing,Industrial Machinery
EXAI,NASDAQ,GB,2.4370278082800003,Oxford,Oxfordshire,Commercial Services,Miscellaneous Commercial Services
WLL,NYSE,US,2.425316,Denver,Colorado,Energy Minerals,Oil & Gas Production
BDN,NYSE,US,2.4247391116301142,Philadelphia,Pennsylvania,Finance,Real Estate Investment Trusts
FLGT,NASDAQ,US,2.42369873,Temple City,California,Health Services,Medical/Nursing Services
TR,NYSE,US,2.413192383000008,Chicago,Illinois,Consumer Non-Durables,Food: Specialty/Candy
OMI,NYSE,US,2.409517625,Mechanicsville,Virginia,Distribution Services,Medical Distributors
VLRS,NYSE,MX,2.408676785841649,Mexico City,Distrito Federal,Transportation,Airlines
WSBC,NASDAQ,US,2.40685616,Wheeling,West Virginia,Finance,Regional Banks
PSMT,NASDAQ,US,2.402944398,San Diego,California,Retail Trade,Discount Stores
MCG,NYSE,GB,2.40287991340765,London,Greater London,Commercial Services,Miscellaneous Commercial Services
ALXO,NASDAQ,US,2.40241374,South San Francisco,California,Commercial Services,Miscellaneous Commercial Services
TARO,NYSE,IL,2.401447222820137,Haifa Bay,Haifa,Health Technology,Pharmaceuticals: Generic
WSBCP,NASDAQ,US,2.397072728590457,Wheeling,West Virginia,Finance,Regional Banks
COMM,NASDAQ,US,2.39528946,Hickory,North Carolina,Electronic Technology,Telecommunications Equipment
SHCR,NASDAQ,US,2.3938850976024972,Atlanta,Georgia,Technology Services,Internet Software/Services
PRVA,NASDAQ,US,2.39190666,Arlington,Virginia,Technology Services,Data Processing Services
MTX,NYSE,US,2.39015618,New York,New York,Process Industries,Chemicals: Specialty
VRRM,NASDAQ,US,2.38906581,Mesa,Arizona,Transportation,Other Transportation
RMBS,NASDAQ,US,2.3881177245291774,San Jose,California,Electronic Technology,Semiconductors
HCAT,NASDAQ,US,2.387318295,South Jordan,Utah,Technology Services,Packaged Software
CLDX,NASDAQ,US,2.384983265706536,Hampton,New Jersey,Health Technology,Medical Specialties
DNUT,NASDAQ,US,2.38470251,Charlotte,North Carolina,Distribution Services,Food Distributors
STER,NASDAQ,US,2.3810283495599998,New York,New York,Technology Services,Data Processing Services
WAFDP,NASDAQ,US,2.379217335084743,Seattle,Washington,Finance,Savings Banks
OTTR,NASDAQ,US,2.3789576256985177,Fergus Falls,Minnesota,Utilities,Electric Utilities
AAT,NYSE,US,2.378367693,San Diego,California,Finance,Real Estate Investment Trusts
ROCK,NASDAQ,US,2.378210276836115,Buffalo,New York,Producer Manufacturing,Metal Fabrication
VSTO,NYSE,US,2.377657296,Anoka,Minnesota,Consumer Durables,Recreational Products
DCBO,NASDAQ,CA,2.375445716305727,Toronto,Ontario,Technology Services,Packaged Software
VRTS,NASDAQ,US,2.375059744,Hartford,Connecticut,Finance,Investment Managers
CAKE,NASDAQ,US,2.373082728,Calabasas,California,Consumer Services,Restaurants
CNK,NYSE,US,2.3686172097216547,Plano,Texas,Consumer Services,Movies/Entertainment
WAFD,NASDAQ,US,2.36113582462675,Seattle,Washington,Finance,Savings Banks
MODV,NASDAQ,US,2.356577971,Denver,Colorado,Transportation,Other Transportation
CMP,NYSE,US,2.354798483139707,Overland Park,Kansas,Process Industries,Chemicals: Specialty
HIPO,NYSE,US,2.353551473777524,Palo Alto,California,Technology Services,Internet Software/Services
SDC,NASDAQ,US,2.348084520923201,Nashville,Tennessee,Health Services,Medical/Nursing Services
SAH,NYSE,US,2.34318631575,Charlotte,North Carolina,Retail Trade,Specialty Stores
KAI,NYSE,US,2.342811548302774,Westford,Massachusetts,Producer Manufacturing,Industrial Machinery
NMFC,NASDAQ,US,2.3425146268690447,New York,New York,Finance,Investment Managers
MSGE,NYSE,US,2.3348018375,New York,New York,Consumer Services,Media Conglomerates
FLR,NYSE,US,2.333367551132079,Irving,Texas,Industrial Services,Engineering & Construction
TIL,NASDAQ,US,2.3305922,Dallas,Texas,Health Technology,Biotechnology
TTGT,NASDAQ,US,2.329879045743636,Newton,Massachusetts,Technology Services,Internet Software/Services
BUR,NYSE,GB,2.329417521393571,St. Peter Port,Guernsey,Finance,Financial Conglomerates
SIMO,NASDAQ,HK,2.3168772367006176,Hong Kong,,Electronic Technology,Semiconductors
TOWN,NASDAQ,US,2.313800776067688,Portsmouth,Virginia,Finance,Regional Banks
JELD,NYSE,US,2.31212917,Charlotte,North Carolina,Non-Energy Minerals,Forest Products
PCRX,NASDAQ,US,2.312094148,Parsippany,New Jersey,Health Technology,Pharmaceuticals: Other
SBLK,NASDAQ,GR,2.305512,Athens,Central Greece,Transportation,Marine Shipping
YSG,NYSE,CN,2.305389142442453,Guangzhou,Guangdong,Retail Trade,Specialty Stores
MVST,NASDAQ,US,2.298949154521915,Stafford,Texas,Producer Manufacturing,Electrical Products
PACK,NYSE,US,2.2985919477600003,Concord Township,Ohio,Process Industries,Containers/Packaging
PDM,NYSE,US,2.2965053662847863,Atlanta,Georgia,Finance,Real Estate Investment Trusts
FRME,NASDAQ,US,2.293291058,Muncie,Indiana,Finance,Regional Banks
MD,NYSE,US,2.293170044456211,Sunrise,Florida,Health Services,Medical/Nursing Services
